registration_number,name,nace_as_published,turnover_2024_eur,employees_annual_report,period_start,period_end,statement_id,register_terminated_date,register_closed_flag
40103239875,"Sabiedrība ar ierobežotu atbildību ""SĒME CB""",4312,1020790,21,2024-01-01,2024-12-31,1983801,, 
40203305255,"""Nord Solar"" SIA",4321,1439099,6,2024-01-01,2024-12-31,2083894,, 
50203360691,"""S&E PRO"" SIA",4321,1030598,5,2024-01-01,2024-12-31,2056330,, 
40203380499,ENERGIAPARTNER SIA,4321,1994357,9,2024-01-01,2024-12-31,2061699,, 
40103016635,"Komercsabiedrība SIA ""ELTEKS""",4321,1046051,20,2024-01-01,2024-12-31,2054020,, 
42103047807,"SIA ""ARiTeh""",4321,1821232,33,2024-01-01,2024-12-31,2067041,, 
40103824786,"SIA ""ELMON""",4321,1572167,24,2024-01-01,2024-12-31,2003375,, 
52103109121,"SIA ""Echoo Group""",4321,1492729,37,2024-01-01,2024-12-31,2086352,, 
40003880170,"SIA ""EdAn ELEKTRO""",4321,1014190,15,2024-01-01,2024-12-31,1965286,, 
40203133543,"SIA ""GISAIL""",4321,1244736,24,2024-01-01,2024-12-31,2029005,, 
48503004386,"SIA ""J.E.F.""",4321,1708456,40,2024-01-01,2024-12-31,2026557,, 
42103019288,"SIA ""LIEPĀJAS ENERGOMONTĀŽA""",4321,1715347,28,2024-01-01,2024-12-31,2090859,, 
41203003212,"SIA ""Latus SARDZE""",4321,1460781,40,2024-01-01,2024-12-31,2037807,, 
40103740258,"SIA ""Lumen""",4321,1056240,6,2024-01-01,2024-12-31,2033988,, 
40103596230,"SIA ""R.A. ENERGY""",4321,1125349,14,2024-01-01,2024-12-31,2023049,, 
40203309609,SIA Electrical,4321,1116593,18,2024-01-01,2024-12-31,2072880,, 
40203535976,SIA RGR Energy,4321,1029486,0,2024-01-29,2024-12-31,2071183,, 
40203400422,SIA Rooftop Latvia,4321,1842622,8,2024-01-01,2024-12-31,2084818,, 
40103934338,SIA odall,4321,1362256,24,2024-01-01,2024-12-31,2068488,, 
40203024588,"Sabiedrība ar ierobežotu atbildību ""EK Elektro Energie""",4321,1740719,40,2024-01-01,2024-12-31,2030405,, 
49203003662,"Sabiedrība ar ierobežotu atbildību ""ELFA""",4321,1248811,28,2024-01-01,2024-12-31,2072417,, 
41503021043,"Sabiedrība ar ierobežotu atbildību ""ELPOLI""",4321,1145823,24,2024-01-01,2024-12-31,1978165,, 
45403044629,"Sabiedrība ar ierobežotu atbildību ""Gamma Elektro""",4321,1553578,22,2024-01-01,2024-12-31,2063771,, 
40203133505,"Sabiedrība ar ierobežotu atbildību ""HANSELAT""",4321,1188896,9,2024-01-01,2024-12-31,2064702,, 
44103063231,"Sabiedrība ar ierobežotu atbildību ""INSTALKOM""",4321,1888882,24,2024-01-01,2024-12-31,2023196,, 
40103275522,"Sabiedrība ar ierobežotu atbildību ""LVS Latvija""",4321,1299993,23,2024-01-01,2024-12-31,1984852,, 
41503045569,"Sabiedrība ar ierobežotu atbildību ""Latgales energobūve""",4321,1548494,26,2024-01-01,2024-12-31,2059039,, 
45403042844,"Sabiedrība ar ierobežotu atbildību ""MEL""",4321,1576006,26,2024-01-01,2024-12-31,2084945,, 
43603009810,"Sabiedrība ar ierobežotu atbildību ""MĪTAVAS ELEKTRA""",4321,1739466,35,2024-01-01,2024-12-31,1975344,, 
41503074021,"Sabiedrība ar ierobežotu atbildību ""NDelektrA""",4321,1462041,26,2024-01-01,2024-12-31,2076067,, 
40203343079,"Sabiedrība ar ierobežotu atbildību ""Sun Electric""",4321,1314855,8,2024-01-01,2024-12-31,1972808,, 
40103906156,"Sabiedrība ar ierobežotu atbildību ""TGF build""",4321,1728622,32,2024-01-01,2024-12-31,2087157,, 
40103624534,"Sabiedrība ar ierobežotu atbildību ""VSD serviss""",4321,1370152,22,2024-01-01,2024-12-31,2087544,, 
40103322206,"Sabiedrība ar ierobežotu atbildību ""Videoprojekts Baltija""",4321,1841621,7,2024-01-01,2024-12-31,1989114,, 
40203234874,"Sabiedrība ar ierobežotu atbildību ""Waldemars un Partneri""",4321,1066455,34,2024-01-01,2024-12-31,2076841,, 
40003119227,"Akciju sabiedrība ""LAFIPA""",4322,1108393,15,2024-01-01,2024-12-31,2043494,, 
40203227919,Enerz SIA,4322,1437131,12,2024-01-01,2024-12-31,2082143,, 
40203097242,"SIA ""AP Energy""",4322,1448842,7,2024-01-01,2024-12-31,2026860,, 
42103084979,"SIA ""BL inženiertīkli""",4322,1864800,21,2024-01-01,2024-12-31,2020701,, 
41503072730,"SIA ""Civinity engineering LV""",4322,1608203,24,2024-01-01,2024-12-31,2059626,, 
40003487103,"SIA ""DĀRTS""",4322,1771429,11,2024-01-01,2024-12-31,1986764,, 
40103536528,"SIA ""ES Technology""",4322,1378753,31,2024-01-01,2024-12-31,2029639,, 
50103495221,"SIA ""JUMINIKS Ltd""",4322,1630155,31,2024-01-01,2024-12-31,1983295,, 
40003681085,"SIA ""Klimat Komfort""",4322,1517073,37,2024-01-01,2024-12-31,1977936,, 
40003963966,"SIA ""MARE VERPETE""",4322,1500128,11,2024-01-01,2024-12-31,2029834,, 
40103459163,"SIA ""MEGA STAR""",4322,1553172,10,2024-01-01,2024-12-31,2052505,, 
40203153130,"SIA ""MVP Latvia""",4322,1567698,23,2024-01-01,2024-12-31,2044702,, 
53603080541,"SIA ""RGM Construction""",4322,1087631,10,2024-01-01,2024-12-31,2061426,, 
40003959284,"SIA ""RIKON AC""",4322,1109703,11,2024-01-01,2024-12-31,2018222,, 
40103840757,"SIA ""Siltumbūve""",4322,1786549,18,2024-01-01,2024-12-31,1979555,, 
40003822717,"SIA ""ŽEVS""",4322,1867269,12,2024-01-01,2024-12-31,2066598,, 
41203039510,SIA Xkross Būve,4322,1711174,9,2024-01-01,2024-12-31,1992639,, 
43603069326,"Sabiedrība ar ierobežotu atbildību ""AMD enerģija""",4322,1233047,15,2024-01-01,2024-12-31,2020870,, 
50003340391,"Sabiedrība ar ierobežotu atbildību ""CERTUS""",4322,1219064,14,2024-01-01,2024-12-31,1972281,, 
40003388517,"Sabiedrība ar ierobežotu atbildību ""DKD""",4322,1358396,21,2024-01-01,2024-12-31,2029326,, 
40003787303,"Sabiedrība ar ierobežotu atbildību ""Dartes""",4322,1399531,13,2024-01-01,2024-12-31,2055840,, 
40003577534,"Sabiedrība ar ierobežotu atbildību ""Divine Heat Company""",4322,1098196,3,2024-01-01,2024-12-31,2034540,, 
40203255452,"Sabiedrība ar ierobežotu atbildību ""ExRem""",4322,1779695,10,2024-01-01,2024-12-31,2070008,, 
40203185028,"Sabiedrība ar ierobežotu atbildību ""HMS-EC""",4322,1167399,5,2024-01-01,2024-12-31,2079919,, 
40203145487,"Sabiedrība ar ierobežotu atbildību ""HVAC Solutions""",4322,1815616,31,2024-01-01,2024-12-31,2014849,, 
40003889682,"Sabiedrība ar ierobežotu atbildību ""IONICA SERVISS""",4322,1801601,40,2024-01-01,2024-12-31,2048867,, 
40203244849,"Sabiedrība ar ierobežotu atbildību ""JZ SISTĒMAS""",4322,1212178,1,2024-01-01,2024-12-31,2014430,, 
40203299048,"Sabiedrība ar ierobežotu atbildību ""Kvebex""",4322,1858195,27,2024-01-01,2024-12-31,1974169,, 
40103811851,"Sabiedrība ar ierobežotu atbildību ""Media Būve""",4322,1106534,28,2024-01-01,2024-12-31,2043843,, 
40103461806,"Sabiedrība ar ierobežotu atbildību ""REMCE SERVISS""",4322,1402227,14,2024-01-01,2024-12-31,2089630,, 
40103375877,"Sabiedrība ar ierobežotu atbildību ""RGBG inženiertīkli""",4322,1172978,20,2024-01-01,2024-12-31,1964680,, 
42803001276,"Sabiedrība ar ierobežotu atbildību ""SILTUMS & ENERĢĒTIKA""",4322,1867169,19,2024-01-01,2024-12-31,1984225,, 
40003749617,"Sabiedrība ar ierobežotu atbildību ""Servocontrol""",4322,1067473,16,2024-01-01,2024-12-31,2089939,, 
40103848464,"Sabiedrība ar ierobežotu atbildību ""TECRO""",4322,1058926,1,2024-01-01,2024-12-31,2355814,, 
40003991300,"Sabiedrība ar ierobežotu atbildību ""TTT Pluss""",4322,1128452,20,2024-01-01,2024-12-31,2021048,, 
50203021901,"Sabiedrība ar ierobežotu atbildību ""VENTHAUS""",4322,1013404,23,2024-01-01,2024-12-31,2044810,, 
50003163481,"Sabiedrība ar ierobežotu atbildību ""Vikomakss""",4322,1131404,18,2024-01-01,2024-12-31,1973650,, 
40003649531,"SIA ""EKOSTANDARTS TEHNOLOĢIJAS""",4324,1044198,17,2024-01-01,2024-12-31,2048785,, 
40203410098,"SIA ""MCE-S""",4324,1215038,6,2024-01-01,2024-12-31,1973181,, 
40103271751,"SIA ""NOLAN""",4324,1303956,7,2024-01-01,2024-12-31,2022491,, 
40003195061,"Sabiedrība ar ierobežotu atbildību ""AVVA""",4324,1078338,20,2024-01-01,2024-12-31,2051861,, 
50003672101,"Sabiedrība ar ierobežotu atbildību ""DN SISTĒMAS""",4324,1318239,11,2024-01-01,2024-12-31,1973187,, 
40003338785,"Sabiedrība ar ierobežotu atbildību ""Datika""",4324,1271560,21,2024-01-01,2024-12-31,2064006,, 
40103686303,"Sabiedrība ar ierobežotu atbildību ""ENERGOSINTEZ 2006""",4324,1281713,9,2024-01-01,2024-12-31,1962376,, 
40003888314,"Sabiedrība ar ierobežotu atbildību ""KAN-S""",4324,1253740,23,2024-01-01,2024-12-31,2007705,, 
45403030741,"Sabiedrība ar ierobežotu atbildību ""MCE""",4324,1039026,20,2024-01-01,2024-12-31,2062030,, 
40103313449,"Sabiedrība ar ierobežotu atbildību ""RC pluss""",4324,1359725,31,2024-01-01,2024-12-31,2040306,, 
45403028465,"Sabiedrība ar ierobežotu atbildību ""SILVER BŪVE""",4324,1101129,9,2024-01-01,2024-12-31,1970376,, 
40103606562,"Sabiedrība ar ierobežotu atbildību ""SM sistēmas""",4324,1563707,32,2024-01-01,2024-12-31,1978827,, 
40103042040,"Sabiedrība ar ierobežotu atbildību ""TOTAS""",4324,1953570,50,2024-01-01,2024-12-31,2032320,, 
40203158710,"SIA ""Logi Durvis""",4332,1288496,13,2024-01-01,2024-12-31,2063818,, 
44103133543,"SIA ""WEmont""",4332,1650483,24,2024-01-01,2024-12-31,1993601,, 
54103035051,"Sabiedrība ar ierobežotu atbildību ""AINARS CINKUSS""",4332,1156574,17,2024-01-01,2024-12-31,2060405,, 
40103528516,"Sabiedrība ar ierobežotu atbildību ""DOVGIL""",4332,1616716,14,2024-01-01,2024-12-31,2067701,, 
41203074249,"Sabiedrība ar ierobežotu atbildību ""S4VS Windows""",4332,1075865,17,2024-01-01,2024-12-31,1986385,, 
40003398888,"SIA ""3 T""",4333,1146828,28,2024-01-01,2024-12-31,2040149,, 
40203113392,"SIA ""European Construction Solutions""",4333,1087528,7,2024-01-01,2024-12-31,2074410,, 
44103038906,"SIA ""SN BŪVGRUPA""",4333,1471405,28,2024-01-01,2024-12-31,2063027,, 
40103600856,"SIA ""Technoway Industries""",4333,1705814,8,2024-01-01,2024-12-31,2049379,, 
43603024171,"Sabiedrība ar ierobežotu atbildību ""ED Tehnika""",4333,1204123,10,2024-01-01,2024-12-31,2028218,, 
44103094335,"Sabiedrība ar ierobežotu atbildību ""R & A Būve""",4333,1262938,34,2024-01-01,2024-12-31,2083389,, 
40103003433,"Sabiedrība ar ierobežotu atbildību ""Ritols""",4333,1085196,21,2024-01-01,2024-12-31,2056742,, 
44103057521,"Sabiedrība ar ierobežotu atbildību ""V & M BŪVE""",4333,1345790,11,2024-01-01,2024-12-31,1991038,, 
40003790619,"Sabiedrība ar ierobežotu atbildību ""PVC Mārupe""",4334,1516139,3,2024-01-01,2024-12-31,2066547,, 
40103801783,"""LRII"" SIA",4335,1478200,3,2024-01-01,2024-12-31,2083419,, 
40203225176,MBP-1 SIA,4335,1215945,31,2024-01-01,2024-12-31,2046428,, 
42103067894,"SIA ""EIRO STILS 1""",4335,1400612,46,2024-01-01,2024-12-31,2081754,, 
40203361873,"SIA ""EVR Development""",4335,1551941,25,2024-01-01,2024-12-31,2081153,, 
54103054071,"SIA ""Fenske K""",4335,1085062,5,2024-01-01,2024-12-31,1978342,, 
44103129181,"SIA ""ML Būve""",4335,1681484,24,2024-01-01,2024-12-31,2069774,, 
50203053131,"SIA ""UNIPRO Z""",4335,1995495,31,2024-01-01,2024-12-31,2093254,, 
40203162379,"Sabiedrība ar ierobežotu atbildību ""Braueri Būve""",4335,1222880,19,2024-01-01,2024-12-31,2036151,, 
42103092228,"Sabiedrība ar ierobežotu atbildību ""JAGUAR""",4335,1836167,20,2024-01-01,2024-12-31,2058595,, 
52103058431,"Sabiedrība ar ierobežotu atbildību ""Kerher construction""",4335,1186118,44,2024-01-01,2024-12-31,2047897,, 
40103931596,"Sabiedrība ar ierobežotu atbildību ""SY serviss""",4335,1136449,19,2024-01-01,2024-12-31,1991152,, 
40103109009,"Ražošanas komercfirma SIA ""ONDULAT""",4341,1033371,22,2024-01-01,2024-12-31,2014441,, 
40103161998,"Sabiedrība ar ierobežotu atbildību ""Dakstiņu Jumti""",4341,1459059,13,2024-01-01,2024-12-31,1980042,, 
40103473754,"Sabiedrība ar ierobežotu atbildību ""Decon""",4341,1012719,14,2024-01-01,2024-12-31,2027989,, 
40203027067,"Sabiedrība ar ierobežotu atbildību ""HOPROOF""",4341,1733534,30,2024-01-01,2024-12-31,2079712,, 
40103882036,"Sabiedrība ar ierobežotu atbildību ""LIBANONS""",4341,1207808,36,2024-01-01,2024-12-31,2047987,, 
44103119516,"SIA ""B.R. GRAND""",4342,1065127,13,2024-01-01,2024-12-31,1984960,, 
48503012472,"SIA ""GATE L""",4342,1935323,27,2024-01-01,2024-12-31,2071517,, 
52103060031,"Sabiedrība ar ierobežotu atbildību ""AKP Būve""",4342,1346863,16,2024-01-01,2024-12-31,1994373,, 
40203211373,"SIA ""AXUS""",4350,1798275,19,2024-01-01,2024-12-31,1986941,, 
40003123171,"Sabiedrība ar ierobežotu atbildību ""HODOS""",4350,1370634,7,2024-01-01,2024-12-31,1971925,, 
40103645818,"""GM BUILDING"" SIA",4399,1534145,33,2024-01-01,2024-12-31,2049405,, 
40203137687,"""Latvian P-RR-O"" SIA",4399,1622313,24,2024-01-01,2024-12-31,2041032,, 
40203378831,"""NAGELWIND"" SIA",4399,1678274,17,2024-01-01,2024-12-31,2079961,, 
42103070038,"AS ""Fagos""",4399,1193191,39,2024-01-01,2024-12-31,1973805,2025-10-17,R
42103089162,"SIA ""DBB-fasades""",4399,1042690,15,2024-01-01,2024-12-31,1971065,, 
40103911458,"SIA ""DrilleR""",4399,1211813,21,2024-01-01,2024-12-31,2037007,, 
40203127918,"SIA ""ELB būve""",4399,1527135,11,2024-01-01,2024-12-31,1976528,, 
40003898774,"SIA ""KERAPLAST""",4399,1193370,7,2024-01-01,2024-12-31,1962877,, 
43603068068,"SIA ""LET būve""",4399,1569323,19,2024-01-01,2024-12-31,1970762,, 
40003985836,"SIA ""MODO GOLF""",4399,1209920,18,2024-01-01,2024-12-31,2043074,, 
40203539963,"SIA ""MRG SMART INFRA""",4399,1784813,15,2024-02-13,2024-12-31,1966163,, 
40003939555,"SIA ""Mītavas Būve""",4399,1915197,39,2024-01-01,2024-12-31,1984931,, 
43603079659,"SIA ""NORFA""",4399,1345297,22,2024-01-01,2024-12-31,2026606,, 
43603057702,"SIA ""VD celt""",4399,1589381,4,2024-01-01,2024-12-31,2061146,, 
40203177425,SIA Alfarent serviss,4399,1003626,24,2024-01-01,2024-12-31,2069484,, 
42403039419,SIA DRILLEX,4399,1372393,24,2024-01-01,2024-12-31,1994457,, 
54103078991,SIA IRAnete,4399,1568095,8,2024-01-01,2024-12-31,2086649,, 
40103073727,SIA KATLERI,4399,1560959,34,2024-01-01,2024-12-31,2092904,, 
40203464508,SIA Turrem,4399,1069234,18,2024-01-01,2024-12-31,1973352,, 
41503080691,SIA UR98,4399,1740878,21,2024-01-01,2024-12-31,2064695,, 
40203021666,"Sabiedrība ar ierobežotu atbildību ""CFB""",4399,1645560,22,2024-01-01,2024-12-31,2051331,, 
40003772026,"Sabiedrība ar ierobežotu atbildību ""DOK""",4399,1347942,31,2024-01-01,2024-12-31,2084327,, 
40003777875,"Sabiedrība ar ierobežotu atbildību ""I.K. Būve""",4399,1373270,17,2024-01-01,2024-12-31,2066535,, 
40003915896,"Sabiedrība ar ierobežotu atbildību ""M.S.AQUA""",4399,1390279,13,2024-01-01,2024-12-31,2020382,, 
40103373486,"Sabiedrība ar ierobežotu atbildību ""PILSAKMENS""",4399,1515825,22,2024-01-01,2024-12-31,2078806,, 
